gene_id,seqid,gene_type_raw,gene_name,mgi_id,gene_type
ENSMUSG00000053228.12,chr7,protein_coding,Ceacam3,MGI:3646296,protein-coding gene
ENSMUSG00000108462.1,chr7,unprocessed_pseudogene,Gm45032,MGI:5753608,pseudogene
ENSMUSG00000023159.8,chr7,protein_coding,Psg29,MGI:1891361,protein-coding gene
ENSMUSG00000108782.1,chr7,lncRNA,Gm32772,MGI:5591931,lncRNA
ENSMUSG00000108441.1,chr7,lncRNA,Gm32846,MGI:5592005,lncRNA
ENSMUSG00000096673.1,chr7,miRNA,Gm24520,MGI:5454297,miRNA
ENSMUSG00000094381.1,chr7,miRNA,Gm25068,MGI:5454845,miRNA
ENSMUSG00000108792.1,chr7,processed_pseudogene,Gm5418,MGI:3645206,pseudogene
ENSMUSG00000108654.1,chr7,unprocessed_pseudogene,Gm9519,MGI:3779928,pseudogene
ENSMUSG00000108558.1,chr7,transcribed_unprocessed_pseudogene,Psg-ps1,MGI:1347253,pseudogene
ENSMUSG00000108638.1,chr7,processed_pseudogene,Gm45150,MGI:5753726,pseudogene
ENSMUSG00000008789.10,chr7,protein_coding,Ceacam5,MGI:1920500,protein-coding gene
ENSMUSG00000063830.5,chr7,processed_pseudogene,Gm6065,MGI:3645391,pseudogene
ENSMUSG00000108685.1,chr7,TEC,Gm45149,MGI:5753725,TEC
ENSMUSG00000023185.4,chr7,protein_coding,Ceacam14,MGI:1914334,protein-coding gene
ENSMUSG00000078793.10,chr7,protein_coding,Gm5155,MGI:3647191,protein-coding gene
ENSMUSG00000030368.10,chr7,protein_coding,Ceacam11,MGI:1914246,protein-coding gene
ENSMUSG00000057195.13,chr7,protein_coding,Ceacam13,MGI:1917035,protein-coding gene
ENSMUSG00000093207.1,chr7,miRNA,Gm22414,MGI:5452191,miRNA
ENSMUSG00000108331.1,chr7,processed_pseudogene,Gm5322,MGI:3645680,pseudogene
ENSMUSG00000030366.10,chr7,protein_coding,Ceacam12,MGI:1914565,protein-coding gene
ENSMUSG00000108545.1,chr7,lncRNA,Gm44613,MGI:5753189,lncRNA
ENSMUSG00000066756.5,chr7,protein_coding,Igfl3,MGI:2685426,protein-coding gene
ENSMUSG00000108798.1,chr7,processed_pseudogene,Gm9521,MGI:3779930,pseudogene
ENSMUSG00000054005.4,chr7,protein_coding,Mill1,MGI:2179988,protein-coding gene
ENSMUSG00000108374.1,chr7,unprocessed_pseudogene,Gm33626,MGI:5592785,pseudogene
ENSMUSG00000003505.15,chr7,protein_coding,Psg18,MGI:1347251,protein-coding gene
ENSMUSG00000109235.1,chr7,processed_pseudogene,Gm5997,MGI:3648188,pseudogene
ENSMUSG00000109209.1,chr7,TEC,Gm45104,MGI:5753680,TEC
ENSMUSG00000076332.1,chr7,miRNA,Gm24715,MGI:5454492,miRNA
ENSMUSG00000030373.6,chr7,protein_coding,Psg28,MGI:1891360,protein-coding gene
ENSMUSG00000109264.1,chr7,unprocessed_pseudogene,Gm44871,MGI:5753447,pseudogene
ENSMUSG00000108906.1,chr7,processed_pseudogene,Gm8314,MGI:3646690,pseudogene
ENSMUSG00000070799.4,chr7,protein_coding,Psg26,MGI:1891358,protein-coding gene
ENSMUSG00000109504.1,chr7,unprocessed_pseudogene,Gm45156,MGI:5753732,pseudogene
ENSMUSG00000109355.1,chr7,processed_pseudogene,Gm4880,MGI:3648786,pseudogene
ENSMUSG00000070798.4,chr7,protein_coding,Psg25,MGI:1891357,protein-coding gene
ENSMUSG00000065313.1,chr7,snRNA,Gm26062,MGI:5455839,snRNA
ENSMUSG00000070797.4,chr7,protein_coding,Psg27,MGI:1891359,protein-coding gene
ENSMUSG00000109525.1,chr7,processed_pseudogene,Gm19091,MGI:5011276,pseudogene
ENSMUSG00000109159.1,chr7,unprocessed_pseudogene,Gm44657,MGI:5753233,pseudogene
ENSMUSG00000074359.2,chr7,protein_coding,Psg23,MGI:1891355,protein-coding gene
ENSMUSG00000108992.1,chr7,processed_pseudogene,Gm19092,MGI:5011277,pseudogene
ENSMUSG00000109053.1,chr7,unprocessed_pseudogene,Gm44656,MGI:5753232,pseudogene
ENSMUSG00000070796.11,chr7,protein_coding,Psg21,MGI:1891353,protein-coding gene
ENSMUSG00000109180.1,chr7,unprocessed_pseudogene,Gm44654,MGI:5753230,pseudogene
ENSMUSG00000063305.10,chr7,protein_coding,Psg20,MGI:1891352,protein-coding gene
ENSMUSG00000109571.1,chr7,unprocessed_pseudogene,Gm44655,MGI:5753231,pseudogene
ENSMUSG00000108882.1,chr7,unprocessed_pseudogene,Gm44563,MGI:5753139,pseudogene
ENSMUSG00000044903.15,chr7,protein_coding,Psg22,MGI:1891354,protein-coding gene
ENSMUSG00000109292.1,chr7,unprocessed_pseudogene,Gm44564,MGI:5753140,pseudogene
ENSMUSG00000108835.1,chr7,unprocessed_pseudogene,Gm44566,MGI:5753142,pseudogene
ENSMUSG00000109023.1,chr7,unprocessed_pseudogene,Gm44565,MGI:5753141,pseudogene
ENSMUSG00000096479.1,chr7,snRNA,Gm24464,MGI:5454241,snRNA
ENSMUSG00000109234.1,chr7,unprocessed_pseudogene,Gm44561,MGI:5753137,pseudogene
ENSMUSG00000109116.1,chr7,processed_pseudogene,Sycp1-ps1,MGI:1098279,pseudogene
ENSMUSG00000004542.15,chr7,protein_coding,Psg19,MGI:1347252,protein-coding gene
ENSMUSG00000109490.1,chr7,unprocessed_pseudogene,Gm19126,MGI:5011311,pseudogene
ENSMUSG00000004540.7,chr7,protein_coding,Psg17,MGI:1347250,protein-coding gene
ENSMUSG00000108471.1,chr7,processed_pseudogene,Gm18855,MGI:5011040,pseudogene
ENSMUSG00000040987.15,chr7,protein_coding,Mill2,MGI:2179989,protein-coding gene
ENSMUSG00000030413.7,chr7,protein_coding,Pglyrp1,MGI:1345092,protein-coding gene
ENSMUSG00000074358.9,chr7,protein_coding,Ccdc61,MGI:2685005,protein-coding gene
ENSMUSG00000030411.16,chr7,protein_coding,Nova2,MGI:104296,protein-coding gene
ENSMUSG00000051965.8,chr7,protein_coding,Nanos2,MGI:2676627,protein-coding gene
ENSMUSG00000108428.1,chr7,lncRNA,Gm45058,MGI:5753634,lncRNA
ENSMUSG00000074355.2,chr7,TEC,Gm10676,MGI:3704283,TEC
ENSMUSG00000048481.15,chr7,protein_coding,Mypop,MGI:2446472,protein-coding gene
ENSMUSG00000086533.2,chr7,lncRNA,Mypopos,MGI:3826523,lncRNA
ENSMUSG00000044030.4,chr7,protein_coding,Irf2bp1,MGI:2442159,protein-coding gene
ENSMUSG00000040891.6,chr7,protein_coding,Foxa3,MGI:1347477,protein-coding gene
ENSMUSG00000023118.15,chr7,protein_coding,Sympk,MGI:1915438,protein-coding gene
ENSMUSG00000040866.13,chr7,protein_coding,Rsph6a,MGI:1927643,protein-coding gene
ENSMUSG00000030410.16,chr7,protein_coding,Dmwd,MGI:94907,protein-coding gene
ENSMUSG00000030409.16,chr7,protein_coding,Dmpk,MGI:94906,protein-coding gene
ENSMUSG00000092659.1,chr7,miRNA,Mir3100,MGI:4834314,miRNA
ENSMUSG00000040841.5,chr7,protein_coding,Six5,MGI:106220,protein-coding gene
ENSMUSG00000085601.7,chr7,protein_coding,Gm4969,MGI:3647482,protein-coding gene
ENSMUSG00000050428.7,chr7,protein_coding,Fbxo46,MGI:2444918,protein-coding gene
ENSMUSG00000030407.2,chr7,protein_coding,Qpctl,MGI:1914619,protein-coding gene
ENSMUSG00000040824.3,chr7,protein_coding,Snrpd2,MGI:98345,protein-coding gene
ENSMUSG00000030406.7,chr7,protein_coding,Gipr,MGI:1352753,protein-coding gene
ENSMUSG00000040811.15,chr7,protein_coding,Eml2,MGI:1919455,protein-coding gene
ENSMUSG00000065543.1,chr7,miRNA,Mir330,MGI:3619345,miRNA
ENSMUSG00000044317.7,chr7,protein_coding,Gpr4,MGI:2441992,protein-coding gene
ENSMUSG00000052214.9,chr7,protein_coding,Opa3,MGI:2686271,protein-coding gene
ENSMUSG00000064580.1,chr7,snRNA,Gm25134,MGI:5454911,snRNA
ENSMUSG00000030403.9,chr7,protein_coding,Vasp,MGI:109268,protein-coding gene
ENSMUSG00000089636.1,chr7,lncRNA,1700058P15Rik,MGI:1920627,lncRNA
ENSMUSG00000030402.5,chr7,protein_coding,Ppm1n,MGI:2142330,protein-coding gene
ENSMUSG00000030401.16,chr7,protein_coding,Rtn2,MGI:107612,protein-coding gene
ENSMUSG00000097266.1,chr7,lncRNA,Gm26802,MGI:5477296,lncRNA
ENSMUSG00000003545.3,chr7,protein_coding,Fosb,MGI:95575,protein-coding gene
ENSMUSG00000108854.1,chr7,lncRNA,D830036C21Rik,MGI:2685688,lncRNA
ENSMUSG00000109366.1,chr7,lncRNA,Gm44698,MGI:5753274,lncRNA
ENSMUSG00000003549.9,chr7,protein_coding,Ercc1,MGI:95412,protein-coding gene
ENSMUSG00000047649.9,chr7,protein_coding,Cd3eap,MGI:1917583,protein-coding gene
ENSMUSG00000040734.14,chr7,protein_coding,Ppp1r13l,MGI:3525053,protein-coding gene
ENSMUSG00000030400.17,chr7,protein_coding,Ercc2,MGI:95413,protein-coding gene
ENSMUSG00000097231.2,chr7,lncRNA,Gm26852,MGI:5477346,lncRNA
ENSMUSG00000076315.2,chr7,miRNA,Mir343,MGI:3718510,miRNA
ENSMUSG00000040714.14,chr7,protein_coding,Klc3,MGI:1277971,protein-coding gene
ENSMUSG00000030399.2,chr7,protein_coding,Ckm,MGI:88413,protein-coding gene
ENSMUSG00000040705.2,chr7,lncRNA,A930016O22Rik,MGI:3605623,lncRNA
ENSMUSG00000030397.11,chr7,protein_coding,Mark4,MGI:1920955,protein-coding gene
ENSMUSG00000065388.1,chr7,snRNA,Gm23099,MGI:5452876,snRNA
ENSMUSG00000011263.16,chr7,protein_coding,Exoc3l2,MGI:1921713,protein-coding gene
ENSMUSG00000109301.1,chr7,processed_pseudogene,Gm45167,MGI:5753743,pseudogene
ENSMUSG00000057667.7,chr7,protein_coding,Bloc1s3,MGI:2678952,protein-coding gene
ENSMUSG00000002043.17,chr7,protein_coding,Trappc6a,MGI:1914341,protein-coding gene
ENSMUSG00000060621.6,chr7,protein_coding,Nkpd1,MGI:1916797,protein-coding gene
ENSMUSG00000051403.9,chr7,protein_coding,Ppp1r37,MGI:2687042,protein-coding gene
ENSMUSG00000044709.6,chr7,protein_coding,Gemin7,MGI:1916981,protein-coding gene
ENSMUSG00000011267.8,chr7,protein_coding,Zfp296,MGI:1926956,protein-coding gene
ENSMUSG00000061028.7,chr7,protein_coding,Clasrp,MGI:1855695,protein-coding gene
ENSMUSG00000002983.17,chr7,protein_coding,Relb,MGI:103289,protein-coding gene
ENSMUSG00000002981.10,chr7,protein_coding,Clptm1,MGI:1927155,protein-coding gene
ENSMUSG00000002992.17,chr7,protein_coding,Apoc2,MGI:88054,protein-coding gene
ENSMUSG00000109350.1,chr7,protein_coding,Gm44805,MGI:5753381,protein-coding gene
ENSMUSG00000074336.5,chr7,protein_coding,Apoc4,MGI:87878,protein-coding gene
ENSMUSG00000040564.14,chr7,protein_coding,Apoc1,MGI:88053,protein-coding gene
ENSMUSG00000002985.16,chr7,protein_coding,Apoe,MGI:88057,protein-coding gene
ENSMUSG00000002984.17,chr7,protein_coding,Tomm40,MGI:1858259,protein-coding gene
ENSMUSG00000092381.1,chr7,lncRNA,Gm20512,MGI:5141977,lncRNA
ENSMUSG00000062300.14,chr7,protein_coding,Nectin2,MGI:97822,protein-coding gene
ENSMUSG00000002980.14,chr7,protein_coding,Bcam,MGI:1929940,protein-coding gene
ENSMUSG00000109136.1,chr7,TEC,Gm45114,MGI:5753690,TEC
ENSMUSG00000097226.1,chr7,lncRNA,Gm26600,MGI:5477094,lncRNA
ENSMUSG00000040525.13,chr7,protein_coding,Cblc,MGI:1931457,protein-coding gene
ENSMUSG00000053175.17,chr7,protein_coding,Bcl3,MGI:88140,protein-coding gene
ENSMUSG00000087206.1,chr7,lncRNA,Gm16175,MGI:3801805,lncRNA
ENSMUSG00000087593.1,chr7,lncRNA,Gm16174,MGI:3801857,lncRNA
ENSMUSG00000109424.1,chr7,lncRNA,Gm44658,MGI:5753234,lncRNA
ENSMUSG00000092216.3,chr7,protein_coding,Gm19345,MGI:5011530,protein-coding gene
ENSMUSG00000014686.8,chr7,protein_coding,Ceacam16,MGI:2685615,protein-coding gene
ENSMUSG00000109214.1,chr7,lncRNA,Gm44659,MGI:5753235,lncRNA
ENSMUSG00000049848.7,chr7,protein_coding,Ceacam19,MGI:2443001,protein-coding gene
ENSMUSG00000108942.1,chr7,TEC,Gm44660,MGI:5753236,TEC
ENSMUSG00000040511.14,chr7,protein_coding,Pvr,MGI:107741,protein-coding gene
ENSMUSG00000089886.1,chr7,processed_pseudogene,Gm16184,MGI:3802154,pseudogene
ENSMUSG00000090075.1,chr7,lncRNA,Gm16251,MGI:3826569,lncRNA
ENSMUSG00000040498.7,chr7,protein_coding,Igsf23,MGI:1917330,protein-coding gene
ENSMUSG00000109281.1,chr7,processed_pseudogene,Gm44651,MGI:5753227,pseudogene
ENSMUSG00000070778.5,chr7,processed_pseudogene,Rpl7a-ps8,MGI:3644288,pseudogene
ENSMUSG00000070777.5,chr7,protein_coding,Ceacam20,MGI:1918851,protein-coding gene
ENSMUSG00000060508.16,chr7,protein_coding,Nlrp9b,MGI:2675377,protein-coding gene
ENSMUSG00000070150.1,chr7,rRNA,n-R5s152,MGI:4422015,rRNA
ENSMUSG00000109103.1,chr7,processed_pseudogene,Gm18877,MGI:5011062,pseudogene
ENSMUSG00000095201.2,chr7,protein_coding,Vmn1r91,MGI:3649070,protein-coding gene
ENSMUSG00000096152.1,chr7,protein_coding,Vmn1r240,MGI:3645807,protein-coding gene
ENSMUSG00000096164.1,chr7,protein_coding,Vmn1r93,MGI:3033490,protein-coding gene
ENSMUSG00000094011.1,chr7,protein_coding,Vmn1r94,MGI:3647287,protein-coding gene
ENSMUSG00000109240.1,chr7,unprocessed_pseudogene,Gm44598,MGI:5753174,pseudogene
ENSMUSG00000094735.1,chr7,protein_coding,Vmn1r95,MGI:3852449,protein-coding gene
ENSMUSG00000094298.1,chr7,protein_coding,Vmn1r241,MGI:3647652,protein-coding gene
ENSMUSG00000094757.1,chr7,protein_coding,Vmn1r242,MGI:3782683,protein-coding gene
ENSMUSG00000109360.1,chr7,processed_pseudogene,Gm18049,MGI:5010234,pseudogene
ENSMUSG00000109166.1,chr7,protein_coding,Gm5890,MGI:3649012,protein-coding gene
ENSMUSG00000109019.1,chr7,processed_pseudogene,Gm18455,MGI:5010640,pseudogene
ENSMUSG00000108843.1,chr7,processed_pseudogene,Gm4501,MGI:3782686,pseudogene
ENSMUSG00000095745.1,chr7,protein_coding,Vmn1r243,MGI:3782309,protein-coding gene
ENSMUSG00000094160.2,chr7,unprocessed_pseudogene,Vmn1r-ps79,MGI:2685498,pseudogene
ENSMUSG00000095806.1,chr7,protein_coding,Vmn1r244,MGI:3644398,protein-coding gene
ENSMUSG00000096386.1,chr7,protein_coding,Vmn1r100,MGI:3704284,protein-coding gene
ENSMUSG00000094545.1,chr7,protein_coding,Vmn1r101,MGI:3782311,protein-coding gene
ENSMUSG00000094762.1,chr7,protein_coding,Gm10670,MGI:3642641,protein-coding gene
ENSMUSG00000096663.1,chr7,protein_coding,Vmn1r103,MGI:3647681,protein-coding gene
ENSMUSG00000096903.1,chr7,protein_coding,Vmn1r104,MGI:3644682,protein-coding gene
ENSMUSG00000096761.1,chr7,protein_coding,Vmn1r245,MGI:3644395,protein-coding gene
ENSMUSG00000095837.1,chr7,protein_coding,Vmn1r246,MGI:3782317,protein-coding gene
ENSMUSG00000109060.1,chr7,protein_coding,Gm4513,MGI:3782698,protein-coding gene
ENSMUSG00000109469.1,chr7,unprocessed_pseudogene,Gm8486,MGI:3644911,pseudogene
ENSMUSG00000095275.1,chr7,protein_coding,Vmn1r107,MGI:3780017,protein-coding gene
ENSMUSG00000092487.1,chr7,unprocessed_pseudogene,Vmn1r-ps71,MGI:3648089,pseudogene
ENSMUSG00000095768.1,chr7,protein_coding,Vmn1r111,MGI:3645811,protein-coding gene
ENSMUSG00000109138.1,chr7,processed_pseudogene,Gm18052,MGI:5010237,pseudogene
ENSMUSG00000095190.3,chr7,protein_coding,Gm10668,MGI:3642587,protein-coding gene
ENSMUSG00000108834.1,chr7,processed_pseudogene,Gm18458,MGI:5010643,pseudogene
ENSMUSG00000094284.1,chr7,protein_coding,Vmn1r112,MGI:3649076,protein-coding gene
ENSMUSG00000091638.2,chr7,protein_coding,Vmn1r113,MGI:3647303,protein-coding gene
ENSMUSG00000094085.1,chr7,protein_coding,Vmn1r114,MGI:3642588,protein-coding gene
ENSMUSG00000091435.1,chr7,protein_coding,Vmn1r115,MGI:3645605,protein-coding gene
ENSMUSG00000095973.1,chr7,protein_coding,Vmn1r116,MGI:3648873,protein-coding gene
ENSMUSG00000096737.1,chr7,protein_coding,Vmn1r117,MGI:3648880,protein-coding gene
ENSMUSG00000094589.1,chr7,protein_coding,Vmn1r118,MGI:3645425,protein-coding gene
ENSMUSG00000099623.2,chr7,unprocessed_pseudogene,Gm4526,MGI:3782711,pseudogene
ENSMUSG00000109272.1,chr7,processed_pseudogene,Gm4528,MGI:3782713,pseudogene
ENSMUSG00000094010.1,chr7,protein_coding,Vmn1r119,MGI:2686293,protein-coding gene
ENSMUSG00000094501.3,chr7,unprocessed_pseudogene,Vmn1r-ps73,MGI:3782339,pseudogene
ENSMUSG00000093986.1,chr7,protein_coding,Vmn1r120,MGI:3647340,protein-coding gene
ENSMUSG00000092616.1,chr7,unprocessed_pseudogene,Vmn1r-ps74,MGI:3780015,pseudogene
ENSMUSG00000094680.1,chr7,protein_coding,Vmn1r121,MGI:3648662,protein-coding gene
ENSMUSG00000094001.1,chr7,protein_coding,Vmn1r122,MGI:3647341,protein-coding gene
ENSMUSG00000094385.1,chr7,protein_coding,Vmn1r123,MGI:2686292,protein-coding gene
ENSMUSG00000109269.1,chr7,processed_pseudogene,Gm18054,MGI:5010239,pseudogene
ENSMUSG00000101436.1,chr7,protein_coding,Gm5157,MGI:3648211,protein-coding gene
ENSMUSG00000109000.1,chr7,processed_pseudogene,Gm18460,MGI:5010645,pseudogene
ENSMUSG00000109253.1,chr7,processed_pseudogene,Gm4536,MGI:3782720,pseudogene
ENSMUSG00000094221.1,chr7,protein_coding,Vmn1r124,MGI:3779910,protein-coding gene
ENSMUSG00000095309.1,chr7,protein_coding,Vmn1r125,MGI:3704112,protein-coding gene
ENSMUSG00000096813.1,chr7,protein_coding,Vmn1r126,MGI:3782346,protein-coding gene
ENSMUSG00000093890.1,chr7,protein_coding,Vmn1r127,MGI:3779578,protein-coding gene
ENSMUSG00000095758.1,chr7,protein_coding,Vmn1r128,MGI:3643535,protein-coding gene
ENSMUSG00000094879.1,chr7,protein_coding,Vmn1r129,MGI:3645471,protein-coding gene
ENSMUSG00000095185.1,chr7,unprocessed_pseudogene,Vmn1r-ps75,MGI:3646444,pseudogene
ENSMUSG00000109259.1,chr7,processed_pseudogene,Gm18055,MGI:5010240,pseudogene
ENSMUSG00000109516.1,chr7,protein_coding,Gm6882,MGI:3645601,protein-coding gene
ENSMUSG00000109380.1,chr7,processed_pseudogene,Gm18461,MGI:5010646,pseudogene
ENSMUSG00000108907.1,chr7,unprocessed_pseudogene,Gm4541,MGI:3782725,pseudogene
ENSMUSG00000094208.1,chr7,protein_coding,Vmn1r130,MGI:3782726,protein-coding gene
ENSMUSG00000096741.1,chr7,unprocessed_pseudogene,Vmn1r-ps76,MGI:3646795,pseudogene
ENSMUSG00000093941.1,chr7,protein_coding,Vmn1r131,MGI:3782348,protein-coding gene
ENSMUSG00000108879.1,chr7,processed_pseudogene,Gm18056,MGI:5010241,pseudogene
ENSMUSG00000101076.2,chr7,unprocessed_pseudogene,Gm4545,MGI:3782729,pseudogene
ENSMUSG00000109300.1,chr7,processed_pseudogene,Gm18462,MGI:5010647,pseudogene
ENSMUSG00000074322.5,chr7,protein_coding,Vmn1r132,MGI:3647009,protein-coding gene
ENSMUSG00000101280.1,chr7,unprocessed_pseudogene,Gm8600,MGI:3646559,pseudogene
ENSMUSG00000109557.1,chr7,processed_pseudogene,Gm18463,MGI:5010648,pseudogene
ENSMUSG00000109276.1,chr7,processed_pseudogene,Gm4548,MGI:3782732,pseudogene
ENSMUSG00000096513.1,chr7,protein_coding,Vmn1r247,MGI:3782351,protein-coding gene
ENSMUSG00000096760.1,chr7,protein_coding,Vmn1r248,MGI:3782353,protein-coding gene
ENSMUSG00000109569.1,chr7,unprocessed_pseudogene,Gm44554,MGI:5753130,pseudogene
ENSMUSG00000095064.1,chr7,protein_coding,Vmn1r135,MGI:3648167,protein-coding gene
ENSMUSG00000095191.1,chr7,protein_coding,Vmn1r249,MGI:3644396,protein-coding gene
ENSMUSG00000092506.1,chr7,unprocessed_pseudogene,Vmn1r-ps77,MGI:3647529,pseudogene
ENSMUSG00000109092.1,chr7,processed_pseudogene,Gm18057,MGI:5010242,pseudogene
ENSMUSG00000095976.2,chr7,protein_coding,Gm5891,MGI:3649014,protein-coding gene
ENSMUSG00000108853.1,chr7,processed_pseudogene,Gm18464,MGI:5010649,pseudogene
ENSMUSG00000109405.1,chr7,unprocessed_pseudogene,Gm16443,MGI:3645113,pseudogene
ENSMUSG00000095962.1,chr7,protein_coding,Vmn1r137,MGI:3782735,protein-coding gene
ENSMUSG00000095287.1,chr7,unprocessed_pseudogene,Vmn1r-ps78,MGI:3647675,pseudogene
ENSMUSG00000095163.1,chr7,protein_coding,Vmn1r138,MGI:3782355,protein-coding gene
ENSMUSG00000109263.1,chr7,processed_pseudogene,Gm18058,MGI:5010243,pseudogene
ENSMUSG00000096283.2,chr7,protein_coding,Gm6176,MGI:3644439,protein-coding gene
ENSMUSG00000109041.1,chr7,processed_pseudogene,Gm18465,MGI:5010650,pseudogene
ENSMUSG00000074311.3,chr7,protein_coding,Vmn1r139,MGI:3644494,protein-coding gene
ENSMUSG00000096304.1,chr7,protein_coding,Gm16451,MGI:3647461,protein-coding gene
ENSMUSG00000096348.1,chr7,protein_coding,Vmn1r250,MGI:3704285,protein-coding gene
ENSMUSG00000095273.1,chr7,protein_coding,Vmn1r142,MGI:3644264,protein-coding gene
ENSMUSG00000096071.1,chr7,protein_coding,Vmn1r143,MGI:3644289,protein-coding gene
ENSMUSG00000094981.1,chr7,protein_coding,Vmn1r251,MGI:3647206,protein-coding gene
ENSMUSG00000094149.1,chr7,protein_coding,Vmn1r252,MGI:3644807,protein-coding gene
ENSMUSG00000109411.1,chr7,processed_pseudogene,Gm18059,MGI:5010244,pseudogene
ENSMUSG00000101948.1,chr7,unprocessed_pseudogene,Gm4557,MGI:3782741,pseudogene
ENSMUSG00000109444.1,chr7,processed_pseudogene,Gm18466,MGI:5010651,pseudogene
ENSMUSG00000108944.1,chr7,processed_pseudogene,Gm4558,MGI:3782742,pseudogene
ENSMUSG00000093871.1,chr7,protein_coding,Vmn1r253,MGI:3782363,protein-coding gene
ENSMUSG00000095816.2,chr7,unprocessed_pseudogene,Vmn1r-ps70,MGI:3782368,pseudogene
ENSMUSG00000093917.1,chr7,protein_coding,Vmn1r254,MGI:3645692,protein-coding gene
ENSMUSG00000095543.2,chr7,protein_coding,Vmn1r148,MGI:3033483,protein-coding gene
ENSMUSG00000094542.1,chr7,protein_coding,Vmn1r149,MGI:3782370,protein-coding gene
ENSMUSG00000096871.1,chr7,protein_coding,Gm10665,MGI:3642415,protein-coding gene
ENSMUSG00000093853.1,chr7,protein_coding,Vmn1r151,MGI:3644394,protein-coding gene
ENSMUSG00000095383.1,chr7,protein_coding,Vmn1r152,MGI:3643438,protein-coding gene
ENSMUSG00000094748.1,chr7,protein_coding,Vmn1r255,MGI:3646576,protein-coding gene
ENSMUSG00000095984.1,chr7,protein_coding,Vmn1r256,MGI:3782378,protein-coding gene
ENSMUSG00000109043.1,chr7,processed_pseudogene,Gm18060,MGI:5010245,pseudogene
ENSMUSG00000109396.1,chr7,protein_coding,Gm4565,MGI:3782749,protein-coding gene
ENSMUSG00000109567.1,chr7,processed_pseudogene,Gm18467,MGI:5010652,pseudogene
ENSMUSG00000109247.1,chr7,unprocessed_pseudogene,Gm8685,MGI:3643678,pseudogene
ENSMUSG00000094905.1,chr7,protein_coding,Vmn1r155,MGI:3646821,protein-coding gene
ENSMUSG00000092547.1,chr7,unprocessed_pseudogene,Vmn1r-ps80,MGI:3646819,pseudogene
ENSMUSG00000095081.1,chr7,protein_coding,Vmn1r257,MGI:3642968,protein-coding gene
ENSMUSG00000109169.1,chr7,processed_pseudogene,Gm18061,MGI:5010246,pseudogene
ENSMUSG00000095363.2,chr7,protein_coding,Gm4567,MGI:3809658,protein-coding gene
ENSMUSG00000109546.1,chr7,processed_pseudogene,Gm18468,MGI:5010653,pseudogene
ENSMUSG00000095619.1,chr7,protein_coding,Vmn1r157,MGI:3646139,protein-coding gene
ENSMUSG00000094700.1,chr7,protein_coding,Vmn1r158,MGI:3646143,protein-coding gene
ENSMUSG00000100654.1,chr7,unprocessed_pseudogene,Gm4207,MGI:3809198,pseudogene
ENSMUSG00000095931.1,chr7,protein_coding,Vmn1r159,MGI:3642763,protein-coding gene
ENSMUSG00000108922.1,chr7,processed_pseudogene,Gm44825,MGI:5753401,pseudogene
ENSMUSG00000094931.1,chr7,protein_coding,Vmn1r160,MGI:3779564,protein-coding gene
ENSMUSG00000109514.1,chr7,processed_pseudogene,Gm19900,MGI:5012085,pseudogene
ENSMUSG00000102023.1,chr7,unprocessed_pseudogene,Gm8708,MGI:3646358,pseudogene
ENSMUSG00000109072.1,chr7,processed_pseudogene,Gm18469,MGI:5010654,pseudogene
ENSMUSG00000109345.1,chr7,processed_pseudogene,Gm4574,MGI:3782757,pseudogene
ENSMUSG00000092297.1,chr7,protein_coding,Vmn1r258,MGI:3782390,protein-coding gene
ENSMUSG00000094532.1,chr7,protein_coding,Vmn1r259,MGI:3782392,protein-coding gene
ENSMUSG00000094934.1,chr7,protein_coding,Vmn1r163,MGI:3644349,protein-coding gene
ENSMUSG00000096601.1,chr7,protein_coding,Vmn1r260,MGI:3647550,protein-coding gene
ENSMUSG00000094684.1,chr7,unprocessed_pseudogene,Gm16456,MGI:3647759,pseudogene
ENSMUSG00000109098.1,chr7,processed_pseudogene,Gm18062,MGI:5010247,pseudogene
ENSMUSG00000095683.2,chr7,protein_coding,Gm10662,MGI:3642760,protein-coding gene
ENSMUSG00000109085.1,chr7,processed_pseudogene,Gm18470,MGI:5010655,pseudogene
ENSMUSG00000109535.1,chr7,unprocessed_pseudogene,Gm8728,MGI:3644568,pseudogene
ENSMUSG00000095358.1,chr7,protein_coding,Vmn1r165,MGI:3782762,protein-coding gene
ENSMUSG00000092462.1,chr7,unprocessed_pseudogene,Vmn1r-ps83,MGI:3647939,pseudogene
ENSMUSG00000096073.1,chr7,protein_coding,Vmn1r166,MGI:3782396,protein-coding gene
ENSMUSG00000109024.1,chr7,processed_pseudogene,Gm18063,MGI:5010248,pseudogene
ENSMUSG00000094682.2,chr7,protein_coding,Gm6902,MGI:3647238,protein-coding gene
ENSMUSG00000109425.1,chr7,processed_pseudogene,Gm18471,MGI:5010656,pseudogene
ENSMUSG00000045693.8,chr7,protein_coding,Nlrp4e,MGI:3056600,protein-coding gene
