"entrez","hgnc_id","hgnc_gene","hgnc_symbol","gene_type"
"9407","24059","transmembrane protease, serine 11D","TMPRSS11D","protein-coding gene"
"83853","24060","rhophilin associated tail protein 1 like","ROPN1L","protein-coding gene"
"158798","24061","A-kinase anchoring protein 14","AKAP14","protein-coding gene"
"246182","24062","aldo-keto reductase family 7 member A2 pseudogene 1","AKR7A2P1","pseudogene"
"130589","24063","galactose mutarotase","GALM","protein-coding gene"
"51566","24065","armadillo repeat containing, X-linked 3","ARMCX3","protein-coding gene"
"9560","24066","C-C motif chemokine ligand 4 like 2","CCL4L2","protein-coding gene"
"113691","24067","tubulin alpha 3f pseudogene","TUBA3FP","pseudogene"
"574016","24070","chronic lymphocytic leukemia up-regulated 1 opposite strand","CLLU1OS","protein-coding gene"
"113457","24071","tubulin alpha 3d","TUBA3D","protein-coding gene"
"347902","24073","adhesion molecule with Ig like domain 2","AMIGO2","protein-coding gene"
"391002","24074","PRAME family member 8","PRAMEF8","protein-coding gene"
"386724","24075","adhesion molecule with Ig like domain 3","AMIGO3","protein-coding gene"
"63897","24076","HEAT repeat containing 6","HEATR6","protein-coding gene"
"10393","24077","anaphase promoting complex subunit 10","ANAPC10","protein-coding gene"
"10218","24078","angiopoietin like 7","ANGPTL7","protein-coding gene"
"375248","24079","ankyrin repeat domain 36","ANKRD36","protein-coding gene"
"83464","24080","aph-1 homolog B, gamma-secretase subunit","APH1B","protein-coding gene"
"339883","24082","chromosome 3 open reading frame 35","C3orf35","protein-coding gene"
"158056","24083","MAM domain containing 4","MAMDC4","protein-coding gene"
"134549","24084","shroom family member 1","SHROOM1","protein-coding gene"
"58477","24085","SRP receptor beta subunit","SRPRB","protein-coding gene"
"29974","24086","APOBEC1 complementation factor","A1CF","protein-coding gene"
"55911","24087","apolipoprotein B receptor","APOBR","protein-coding gene"
"59347","24088","tumor protein, translationally-controlled 1 pseudogene 8","TPT1P8","pseudogene"
"51374","24090","all-trans retinoic acid induced differentiation factor","ATRAID","protein-coding gene"
"51275","24091","MAPKAPK5 antisense RNA 1","MAPKAPK5-AS1","non-coding RNA"
"28986","24092","MAGE family member H1","MAGEH1","protein-coding gene"
"374918","24093","IGF like family member 1","IGFL1","protein-coding gene"
"339487","24094","zinc finger and BTB domain containing 8 opposite strand","ZBTB8OS","protein-coding gene"
"51326","24096","ADP ribosylation factor like GTPase 17A","ARL17A","protein-coding gene"
"64411","24097","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3","ARAP3","protein-coding gene"
"8470","24098","sorbin and SH3 domain containing 2","SORBS2","protein-coding gene"
"83857","24099","transmembrane and tetratricopeptide repeat containing 1","TMTC1","protein-coding gene"
"164668","24100","apolipoprotein B mRNA editing enzyme catalytic subunit 3H","APOBEC3H","protein-coding gene"
"51593","24101","serrate, RNA effector molecule","SRRT","protein-coding gene"
"22901","24102","arylsulfatase G","ARSG","protein-coding gene"
"84164","24103","activating signal cointegrator 1 complex subunit 2","ASCC2","protein-coding gene"
"91703","24104","aminoacylase 3","ACY3","protein-coding gene"
"57559","24105","STAM binding protein like 1","STAMBPL1","protein-coding gene"
"80709","24108","AT-hook transcription factor","AKNA","protein-coding gene"
"10190","24110","thioredoxin domain containing 9","TXNDC9","protein-coding gene"
"79572","24113","ATPase 13A3","ATP13A3","protein-coding gene"
"54998","24114","aurora kinase A interacting protein 1","AURKAIP1","protein-coding gene"
"645744","24115","TATA-box binding protein associated factor 5 like pseudogene 1","TAF5LP1","pseudogene"
"84153","24116","ribonuclease H2 subunit C","RNASEH2C","protein-coding gene"
"386608","24117","ribonuclease H2 subunit C pseudogene 1","RNASEH2CP1","pseudogene"
"83666","24118","poly(ADP-ribose) polymerase family member 9","PARP9","protein-coding gene"
"51760","24119","synaptotagmin 17","SYT17","protein-coding gene"
"83876","24121","maestro","MRO","protein-coding gene"
"27077","24123","B9 domain containing 1","B9D1","protein-coding gene"
"86","24124","actin like 6A","ACTL6A","protein-coding gene"
"257019","24125","FERM domain containing 3","FRMD3","protein-coding gene"
"84913","24126","atonal bHLH transcription factor 8","ATOH8","protein-coding gene"
"83877","24127","TM2 domain containing 2","TM2D2","protein-coding gene"
"80213","24128","TM2 domain containing 3","TM2D3","protein-coding gene"
"348808","24129","NPHP3 antisense RNA 1","NPHP3-AS1","non-coding RNA"
"199786","24130","family with sequence similarity 129 member C","FAM129C","protein-coding gene"
"55973","24131","B-cell receptor associated protein 29","BCAP29","protein-coding gene"
"90427","24132","Bcl2 modifying factor","BMF","protein-coding gene"
"26228","24133","signal transducing adaptor family member 1","STAP1","protein-coding gene"
"23174","24134","zinc finger CCHC-type containing 14","ZCCHC14","protein-coding gene"
"124872","24136","beta-1,4-N-acetyl-galactosaminyltransferase 2","B4GALNT2","protein-coding gene"
"283358","24137","beta-1,4-N-acetyl-galactosaminyltransferase 3","B4GALNT3","protein-coding gene"
"85479","24138","DnaJ heat shock protein family (Hsp40) member C5 beta","DNAJC5B","protein-coding gene"
"374907","24139","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8","B3GNT8","protein-coding gene"
"146664","24140","mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B","MGAT5B","protein-coding gene"
"192134","24141","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6","B3GNT6","protein-coding gene"
"83941","24142","TM2 domain containing 1","TM2D1","protein-coding gene"
"113452","24143","transmembrane protein 54","TMEM54","protein-coding gene"
"89792","24144","galactose-3-O-sulfotransferase 3","GAL3ST3","protein-coding gene"
"79690","24145","galactose-3-O-sulfotransferase 4","GAL3ST4","protein-coding gene"
"80014","24148","WW and C2 domain containing 2","WWC2","protein-coding gene"
"57801","24149","hes family bHLH transcription factor 4","HES4","protein-coding gene"
"25893","24150","tripartite motif containing 58","TRIM58","protein-coding gene"
"51319","24152","arginine and serine rich coiled-coil 1","RSRC1","protein-coding gene"
"51286","24153","cell cycle exit and neuronal differentiation 1","CEND1","protein-coding gene"
"168667","24154","BMP binding endothelial regulator","BMPER","protein-coding gene"
"138948","24155","DBH antisense RNA 1","DBH-AS1","non-coding RNA"
"51317","24156","PHD finger protein 21A","PHF21A","protein-coding gene"
"11332","24157","acyl-CoA thioesterase 7","ACOT7","protein-coding gene"
"27099","24158","SND1 intronic transcript 1","SND1-IT1","non-coding RNA"
"100132923","24159","family with sequence similarity 66 member D","FAM66D","non-coding RNA"
"146227","24160","brain expressed associated with NEDD4 1","BEAN1","protein-coding gene"
"51236","24161","HGH1 homolog","HGH1","protein-coding gene"
"51673","24162","tubulin polymerization promoting protein family member 3","TPPP3","protein-coding gene"
"57596","24163","brain enriched guanylate kinase associated","BEGAIN","protein-coding gene"
"11076","24164","tubulin polymerization promoting protein","TPPP","protein-coding gene"
"374860","24165","ankyrin repeat domain 30B","ANKRD30B","protein-coding gene"
"157638","24166","family with sequence similarity 84 member B","FAM84B","protein-coding gene"
"155465","24167","anterior gradient 3, protein disulphide isomerase family member","AGR3","protein-coding gene"
"25884","24168","chordin like 2","CHRDL2","protein-coding gene"
"347028","24169","AFG3 like AAA ATPase 2 pseudogene 1","AFG3L2P1","pseudogene"
"55299","24170","BRX1, biogenesis of ribosomes","BRIX1","protein-coding gene"
"23629","24171","bromodomain containing 7 pseudogene 3","BRD7P3","pseudogene"
"653121","24172","zinc finger and BTB domain containing 8A","ZBTB8A","protein-coding gene"
"92552","24173","ataxin 3 like","ATXN3L","protein-coding gene"
"81616","24174","acyl-CoA synthetase bubblegum family member 2","ACSBG2","protein-coding gene"
"51495","24175","3-hydroxyacyl-CoA dehydratase 3","HACD3","protein-coding gene"
"153579","24176","butyrophilin like 9","BTNL9","protein-coding gene"
"219970","24178","glycine-N-acyltransferase like 2","GLYATL2","protein-coding gene"
"81558","24179","family with sequence similarity 117 member A","FAM117A","protein-coding gene"
"27079","24180","RNA pseudouridylate synthase domain containing 2","RPUSD2","protein-coding gene"
"165257","24181","complement C1q like 2","C1QL2","protein-coding gene"
"10882","24182","complement C1q like 1","C1QL1","protein-coding gene"
"79184","24185","BRCA1/BRCA2-containing complex subunit 3","BRCC3","protein-coding gene"
"23523","24187","calcineurin binding protein 1","CABIN1","protein-coding gene"
"51150","24188","stromal cell derived factor 4","SDF4","protein-coding gene"
"55450","24190","calcium/calmodulin dependent protein kinase II inhibitor 1","CAMK2N1","protein-coding gene"
"387836","24191","C-type lectin domain family 2 member A","CLEC2A","protein-coding gene"
"163688","24193","calmodulin like 6","CALML6","protein-coding gene"
"94032","24197","calcium/calmodulin dependent protein kinase II inhibitor 2","CAMK2N2","protein-coding gene"
"246100","24198","cancer/testis antigen 1A","CTAG1A","protein-coding gene"
"374393","24200","family with sequence similarity 111 member B","FAM111B","protein-coding gene"
"56475","24201","reprimo, TP53 dependent G2 arrest mediator homolog","RPRM","protein-coding gene"
"124641","24203","OVCA2, serine hydrolase domain containing","OVCA2","protein-coding gene"
"64800","24204","EF-hand calcium binding domain 6","EFCAB6","protein-coding gene"
"93661","24205","capping actin protein of muscle Z-line alpha subunit 3","CAPZA3","protein-coding gene"
"55330","24206","biogenesis of lysosomal organelles complex 1 subunit 4","BLOC1S4","protein-coding gene"
"493901","24211","ribonuclease A family member 12 (inactive)","RNASE12","protein-coding gene"
"493856","24212","CDGSH iron sulfur domain 2","CISD2","protein-coding gene"
"148113","24213","cartilage intermediate layer protein 2","CILP2","protein-coding gene"
"105376261","24214","TTLL11 intronic transcript 1","TTLL11-IT1","non-coding RNA"
"57130","24215","ATPase 13A1","ATP13A1","protein-coding gene"
"9541","24217","corepressor interacting with RBPJ, 1","CIR1","protein-coding gene"
"10153","24218","CCAAT/enhancer binding protein zeta","CEBPZ","protein-coding gene"
"10849","24219","CD3e molecule associated protein","CD3EAP","protein-coding gene"
"83940","24220","TatD DNase domain containing 1","TATDN1","protein-coding gene"
"619448","24221","ribosomal protein S12 pseudogene 2","RPS12P2","pseudogene"
"166979","24222","cell division cycle 20B","CDC20B","protein-coding gene"
"51755","24224","cyclin dependent kinase 12","CDK12","protein-coding gene"
"54742","24225","lymphocyte antigen 6 family member K","LY6K","protein-coding gene"
"153571","24226","chromosome 5 open reading frame 38","C5orf38","protein-coding gene"
"9236","24227","cell cycle progression 1","CCPG1","protein-coding gene"
"63924","24229","cell death inducing DFFA like effector c","CIDEC","protein-coding gene"
"152302","24230","cell death-inducing DFFA-like effector c pseudogene","CIDECP","pseudogene"
"246714","24232","CDC28 protein kinase regulatory subunit 1B pseudogene 2","CKS1BP2","pseudogene"
"246715","24233","CDC28 protein kinase regulatory subunit 1B pseudogene 3","CKS1BP3","pseudogene"
"131450","24235","CD200 receptor 1","CD200R1","protein-coding gene"
"55749","24236","cell division cycle and apoptosis regulator 1","CCAR1","protein-coding gene"
"9857","24238","centrosomal protein 350","CEP350","protein-coding gene"
"9911","24239","transmembrane and coiled-coil domain family 2","TMCC2","protein-coding gene"
"9514","24240","galactose-3-O-sulfotransferase 1","GAL3ST1","protein-coding gene"
"25875","24241","LETM1 domain containing 1","LETMD1","protein-coding gene"
"150159","24244","solute carrier family 9 member B1","SLC9B1","protein-coding gene"
"92749","24245","dynein regulatory complex subunit 1","DRC1","protein-coding gene"
"221002","24246","RasGEF domain family member 1A","RASGEF1A","protein-coding gene"
"132158","24247","glycerate kinase","GLYCTK","protein-coding gene"
"51603","24248","methyltransferase like 13","METTL13","protein-coding gene"
"51067","24249","tyrosyl-tRNA synthetase 2","YARS2","protein-coding gene"
"51068","24250","NMD3 ribosome export adaptor","NMD3","protein-coding gene"
"50999","24251","transmembrane p24 trafficking protein 5","TMED5","protein-coding gene"
"51011","24252","fumarylacetoacetate hydrolase domain containing 2A","FAHD2A","protein-coding gene"
"51014","24253","transmembrane p24 trafficking protein 7","TMED7","protein-coding gene"
"51015","24254","isochorismatase domain containing 1","ISOC1","protein-coding gene"
"51018","24255","ribosomal RNA processing 15 homolog","RRP15","protein-coding gene"
"51019","24256","WASH complex subunit 3","WASHC3","protein-coding gene"
"51643","24257","transmembrane BAX inhibitor motif containing 4","TMBIM4","protein-coding gene"
"51001","24258","mitochondrial transcription termination factor 3","MTERF3","protein-coding gene"
"51002","24259","TP53RK binding protein","TPRKB","protein-coding gene"
"51003","24260","mediator complex subunit 31","MED31","protein-coding gene"
"51647","24261","family with sequence similarity 96 member B","FAM96B","protein-coding gene"
"51005","24262","amidohydrolase domain containing 2","AMDHD2","protein-coding gene"
"51027","24263","bolA family member 1","BOLA1","protein-coding gene"
"51029","24264","desumoylating isopeptidase 2","DESI2","protein-coding gene"
"51651","24265","peptidyl-tRNA hydrolase 2","PTRH2","protein-coding gene"
"646791","24267","acidic nuclear phosphoprotein 32 family member B pseudogene 1","ANP32BP1","pseudogene"
"51008","24268","activating signal cointegrator 1 complex subunit 1","ASCC1","protein-coding gene"
"51071","24269","deoxyribose-phosphate aldolase","DERA","protein-coding gene"
"51611","24270","diphthamide biosynthesis 5","DPH5","protein-coding gene"
"51076","24271","cutC copper transporter","CUTC","protein-coding gene"
"51092","24272","SID1 transmembrane family member 2","SIDT2","protein-coding gene"
"51093","24273","ribosomal RNA adenine dimethylase domain containing 1","RRNAD1","protein-coding gene"
"51096","24274","UTP18, small subunit processome component","UTP18","protein-coding gene"
"51097","24275","saccharopine dehydrogenase (putative)","SCCPDH","protein-coding gene"
"25813","24276","SAMM50 sorting and assembly machinery component","SAMM50","protein-coding gene"
"51101","24277","zinc finger C2HC-type containing 1A","ZC2HC1A","protein-coding gene"
"51104","24278","abhydrolase domain containing 17B","ABHD17B","protein-coding gene"
"51629","24279","solute carrier family 25 member 39","SLC25A39","protein-coding gene"
"51105","24280","PHD finger protein 20 like 1","PHF20L1","protein-coding gene"
"51633","24281","OTU domain containing 6B","OTUD6B","protein-coding gene"
"51634","24282","RNA binding motif protein, X-linked 2","RBMX2","protein-coding gene"
"51111","24283","lysine methyltransferase 5B","KMT5B","protein-coding gene"
"51112","24284","trafficking protein particle complex 12","TRAPPC12","protein-coding gene"
